year,id,re,treat,age,education,black,hispanic,married,nodegree,u74,u75,uniqueid
1978.0,106,0.0,1,43,9,1,0,0,1,1,1,106-1978
1978.0,107,34099.3,1,27,13,1,0,0,0,1,1,107-1978
1978.0,108,1953.27,1,17,9,1,0,0,1,1,1,108-1978
1978.0,109,0.0,1,30,11,1,0,0,1,1,1,109-1978
1978.0,110,0.0,1,26,10,1,0,1,1,0,1,110-1978
1978.0,111,8881.67,1,20,9,1,0,0,1,0,1,111-1978
1978.0,112,6210.67,1,17,9,0,1,0,1,0,0,112-1978
1978.0,113,0.0,1,20,12,1,0,0,0,0,0,113-1978
1978.0,114,929.884,1,18,11,1,0,0,1,0,0,114-1978
1978.0,115,0.0,1,27,12,1,0,1,0,0,0,115-1978
1978.0,116,12558.0,1,21,12,0,0,0,0,0,0,116-1978
1978.0,117,22163.3,1,27,12,1,0,0,0,0,0,117-1978
1978.0,118,1652.64,1,20,12,1,0,0,0,1,0,118-1978
1978.0,119,8124.72,1,19,10,1,0,0,1,1,0,119-1978
1978.0,120,671.332,1,23,12,1,0,0,0,0,0,120-1978
1978.0,121,17815.0,1,29,14,1,0,0,0,1,0,121-1978
1978.0,122,9737.15,1,18,10,1,0,0,1,1,0,122-1978
1978.0,123,17685.2,1,19,9,1,0,0,1,1,0,123-1978
1978.0,124,0.0,1,27,13,0,0,1,0,0,0,124-1978
1978.0,125,4321.71,1,18,11,0,0,0,1,0,0,125-1978
1978.0,126,1773.42,1,27,9,1,0,1,1,1,0,126-1978
1978.0,127,0.0,1,22,12,1,0,0,0,0,0,127-1978
1978.0,128,11233.3,1,23,10,1,0,1,1,1,0,128-1978
1978.0,129,559.443,1,23,12,0,1,0,0,0,0,129-1978
1978.0,130,1085.44,1,20,11,1,0,0,1,0,0,130-1978
1978.0,131,5445.2,1,17,9,1,0,0,1,0,0,131-1978
1978.0,132,60307.9,1,28,11,1,0,0,1,1,0,132-1978
1978.0,133,1460.36,1,26,11,1,0,1,1,1,0,133-1978
1978.0,134,6943.34,1,20,11,1,0,0,1,0,0,134-1978
1978.0,135,4032.71,1,24,11,1,0,1,1,0,0,135-1978
1978.0,136,10363.3,1,31,9,1,0,0,1,1,0,136-1978
1978.0,137,4232.31,1,23,8,0,0,1,1,1,0,137-1978
1978.0,138,11141.4,1,18,10,1,0,0,1,0,0,138-1978
1978.0,139,0.0,1,29,12,1,0,0,0,0,0,139-1978
1978.0,140,13385.9,1,26,11,0,0,0,1,1,0,140-1978
1978.0,141,4849.56,1,24,9,1,0,0,1,0,0,141-1978
1978.0,142,0.0,1,25,12,1,0,0,0,0,0,142-1978
1978.0,143,1660.51,1,24,10,1,0,0,1,0,0,143-1978
1978.0,144,0.0,1,46,8,1,0,0,1,0,0,144-1978
1978.0,145,2484.55,1,31,12,0,0,0,0,1,0,145-1978
1978.0,146,4146.6,1,19,11,1,0,0,1,0,0,146-1978
1978.0,147,9970.68,1,19,8,1,0,0,1,1,0,147-1978
1978.0,148,0.0,1,27,11,1,0,0,1,0,0,148-1978
1978.0,149,26372.3,1,26,11,1,0,1,1,1,0,149-1978
1978.0,150,5615.19,1,20,10,1,0,0,1,0,0,150-1978
1978.0,151,3196.57,1,28,10,1,0,0,1,1,0,151-1978
1978.0,152,6167.68,1,24,12,1,0,0,0,0,0,152-1978
1978.0,153,7535.94,1,19,8,1,0,0,1,0,0,153-1978
1978.0,154,8484.24,1,23,12,1,0,0,0,0,0,154-1978
1978.0,155,1294.41,1,42,9,1,0,1,1,1,0,155-1978
1978.0,156,0.0,1,25,13,1,0,0,0,0,0,156-1978
1978.0,157,5010.34,1,18,9,1,0,0,1,1,0,157-1978
1978.0,158,9371.04,1,21,12,1,0,0,0,0,0,158-1978
1978.0,159,0.0,1,27,10,1,0,0,1,0,0,159-1978
1978.0,160,4279.61,1,21,8,1,0,0,1,0,0,160-1978
1978.0,161,3462.56,1,22,9,1,0,0,1,0,0,161-1978
1978.0,162,7382.55,1,31,4,1,0,0,1,0,0,162-1978
1978.0,163,0.0,1,24,10,1,0,1,1,0,0,163-1978
1978.0,164,0.0,1,29,10,1,0,0,1,1,0,164-1978
1978.0,165,10976.5,1,29,12,1,0,0,0,0,0,165-1978
1978.0,166,13829.6,1,19,10,0,0,0,1,1,0,166-1978
1978.0,167,6788.46,1,19,11,0,1,1,1,0,0,167-1978
1978.0,168,9558.5,1,31,9,1,0,0,1,0,0,168-1978
1978.0,169,13228.3,1,22,10,1,0,1,1,0,0,169-1978
1978.0,170,743.667,1,21,9,1,0,0,1,0,0,170-1978
1978.0,171,5522.79,1,17,10,1,0,0,1,0,0,171-1978
1978.0,172,1424.94,1,26,12,1,0,1,0,0,0,172-1978
1978.0,173,1358.64,1,20,9,0,1,0,1,0,0,173-1978
1978.0,174,0.0,1,19,10,1,0,0,1,0,0,174-1978
1978.0,175,672.877,1,26,10,1,0,0,1,0,0,175-1978
1978.0,176,0.0,1,28,11,1,0,0,1,0,0,176-1978
1978.0,177,10092.8,1,22,12,0,1,1,0,0,0,177-1978
1978.0,178,6281.43,1,33,11,1,0,0,1,1,0,178-1978
1978.0,179,12590.7,1,22,12,0,0,0,0,0,0,179-1978
1978.0,180,5112.01,1,29,10,0,1,0,1,1,0,180-1978
1978.0,181,15952.6,1,33,12,1,0,1,0,0,0,181-1978
1978.0,182,36647.0,1,25,14,1,0,1,0,0,0,182-1978
1978.0,183,12804.0,1,35,9,1,0,1,1,0,0,183-1978
1978.0,184,3786.63,1,35,8,1,0,1,1,0,0,184-1978
1978.0,185,4181.94,1,33,11,1,0,1,1,0,0,185-1978
1978.0,186,0.0,0,23,10,1,0,0,1,1,1,186-1978
1978.0,187,12383.7,0,26,12,0,0,0,0,1,1,187-1978
1978.0,188,0.0,0,22,9,1,0,0,1,1,1,188-1978
1978.0,189,10740.1,0,18,9,1,0,0,1,1,1,189-1978
1978.0,190,11796.5,0,45,11,1,0,0,1,1,1,190-1978
1978.0,191,9227.05,0,18,9,1,0,0,1,1,1,191-1978
1978.0,192,10569.3,0,24,8,0,0,0,1,1,1,192-1978
1978.0,193,6040.34,0,34,11,1,0,1,1,1,1,193-1978
1978.0,194,3880.83,0,24,4,0,1,0,1,1,1,194-1978
1978.0,195,0.0,0,36,10,1,0,0,1,1,1,195-1978
1978.0,196,5775.06,0,21,14,1,0,0,0,1,1,196-1978
1978.0,197,0.0,0,28,9,1,0,0,1,1,1,197-1978
1978.0,198,0.0,0,27,7,1,0,1,1,1,1,198-1978
1978.0,199,0.0,0,19,11,0,0,0,1,1,1,199-1978
1978.0,200,0.0,0,20,8,1,0,0,1,1,1,200-1978
1978.0,201,2113.72,0,34,12,1,0,0,0,1,1,201-1978
1978.0,202,7618.64,0,24,10,1,0,0,1,1,1,202-1978
1978.0,203,9920.95,0,22,8,0,1,0,1,1,1,203-1978
1978.0,204,4196.38,0,25,11,1,0,0,1,1,1,204-1978
1978.0,205,0.0,0,39,9,1,0,0,1,1,1,205-1978
1978.0,206,16658.3,0,19,9,1,0,1,1,1,1,206-1978
1978.0,207,9722.0,0,44,9,1,0,0,1,1,1,207-1978
1978.0,208,3783.66,0,27,8,1,0,0,1,1,1,208-1978
1978.0,209,3515.93,0,25,8,1,0,0,1,1,1,209-1978
1978.0,210,17014.6,0,31,10,1,0,0,1,1,1,210-1978
1978.0,211,0.0,0,34,10,1,0,1,1,1,1,211-1978
1978.0,212,0.0,0,21,7,0,1,0,1,1,1,212-1978
1978.0,213,5970.26,0,33,12,1,0,0,0,1,1,213-1978
1978.0,214,1859.17,0,18,10,0,1,0,1,1,1,214-1978
1978.0,215,6191.94,0,26,12,1,0,1,0,1,1,215-1978
1978.0,216,7284.39,0,31,12,1,0,0,0,1,1,216-1978
1978.0,217,445.831,0,35,10,1,0,0,1,1,1,217-1978
1978.0,218,0.0,0,20,12,1,0,0,0,1,1,218-1978
1978.0,219,0.0,0,25,11,1,0,0,1,1,1,219-1978
1978.0,220,7367.04,0,25,10,1,0,0,1,1,1,220-1978
1978.0,221,0.0,0,35,11,1,0,0,1,1,1,221-1978
1978.0,222,2015.5,0,20,10,1,0,0,1,1,1,222-1978
1978.0,223,15791.1,0,25,9,0,1,0,1,1,1,223-1978
1978.0,224,1135.47,0,27,10,1,0,0,1,1,1,224-1978
1978.0,225,6378.72,0,20,11,0,1,0,1,1,1,225-1978
1978.0,226,7176.19,0,26,11,1,0,0,1,1,1,226-1978
1978.0,227,0.0,0,38,8,1,0,0,1,1,1,227-1978
1978.0,228,7952.54,0,34,10,1,0,0,1,1,1,228-1978
1978.0,229,0.0,0,19,12,1,0,0,0,1,1,229-1978
1978.0,230,7152.13,0,32,8,1,0,0,1,1,1,230-1978
1978.0,231,8329.82,0,20,9,0,1,0,1,1,1,231-1978
1978.0,232,0.0,0,23,10,1,0,0,1,1,1,232-1978
1978.0,233,12429.9,0,38,10,1,0,0,1,1,1,233-1978
1978.0,234,0.0,0,24,11,1,0,0,1,1,1,234-1978
1978.0,235,5088.76,0,23,11,1,0,0,1,1,1,235-1978
1978.0,236,4374.04,0,20,7,0,1,0,1,1,1,236-1978
1978.0,237,1553.29,0,21,11,1,0,0,1,1,1,237-1978
1978.0,238,0.0,0,25,10,1,0,0,1,1,1,238-1978
1978.0,239,1698.3,0,22,11,1,0,1,1,1,1,239-1978
1978.0,240,0.0,0,23,11,1,0,0,1,1,1,240-1978
1978.0,241,11294.6,0,24,12,0,0,0,0,1,1,241-1978
1978.0,242,0.0,0,29,11,1,0,0,1,1,1,242-1978
1978.0,243,14626.4,0,24,11,1,0,0,1,1,1,243-1978
1978.0,244,12898.4,0,22,9,1,0,0,1,1,1,244-1978
1978.0,245,5767.13,0,28,11,1,0,0,1,1,1,245-1978
1978.0,246,6527.92,0,18,10,0,1,0,1,1,1,246-1978
1978.0,247,3931.24,0,26,10,1,0,0,1,1,1,247-1978
1978.0,248,20942.2,0,25,10,1,0,0,1,1,1,248-1978
1978.0,249,0.0,0,24,10,1,0,0,1,1,1,249-1978
1978.0,250,0.0,0,26,5,1,0,0,1,1,1,250-1978
1978.0,251,14690.4,0,36,10,1,0,0,1,1,1,251-1978
1978.0,252,0.0,0,22,11,1,0,0,1,1,1,252-1978
1978.0,253,3418.1,0,25,12,1,0,0,0,1,1,253-1978
1978.0,254,11197.3,0,27,11,1,0,0,1,1,1,254-1978
1978.0,255,0.0,0,29,8,1,0,0,1,1,1,255-1978
1978.0,256,0.0,0,24,12,1,0,0,0,1,1,256-1978
1978.0,257,0.0,0,22,10,1,0,0,1,1,1,257-1978
1978.0,258,1455.69,0,24,7,1,0,0,1,1,1,258-1978
1978.0,259,1890.94,0,29,12,1,0,0,0,1,1,259-1978
1978.0,260,4485.62,0,25,11,0,1,1,1,1,1,260-1978
1978.0,261,13613.4,0,30,12,1,0,0,0,1,1,261-1978
1978.0,262,1390.51,0,22,8,1,0,0,1,1,1,262-1978
1978.0,263,5843.8,0,55,3,1,0,0,1,1,1,263-1978
1978.0,264,8598.52,0,20,10,1,0,0,1,1,1,264-1978
1978.0,265,2920.2,0,34,11,1,0,0,1,1,1,265-1978
1978.0,266,0.0,0,22,12,1,0,0,0,1,1,266-1978
1978.0,267,6735.32,0,32,12,0,1,1,0,1,1,267-1978
1978.0,268,0.0,0,31,10,1,0,0,1,1,1,268-1978
1978.0,269,0.0,0,18,9,1,0,0,1,1,1,269-1978
1978.0,270,0.0,0,50,10,0,1,0,1,1,1,270-1978
1978.0,271,44.7555,0,25,11,1,0,1,1,1,1,271-1978
1978.0,272,0.0,0,23,10,1,0,1,1,1,1,272-1978
1978.0,273,0.0,0,38,10,1,0,0,1,1,1,273-1978
1978.0,274,3701.81,0,25,10,1,0,1,1,1,1,274-1978
1978.0,275,6930.34,0,42,10,1,0,0,1,1,1,275-1978
1978.0,276,3795.8,0,39,12,1,0,1,0,1,1,276-1978
1978.0,277,5193.25,0,34,13,1,0,1,0,1,1,277-1978
1978.0,278,2193.53,0,24,7,1,0,0,1,1,1,278-1978
1978.0,279,11120.5,0,32,11,1,0,0,1,1,1,279-1978
1978.0,280,7609.52,0,27,13,1,0,0,0,1,1,280-1978
1978.0,281,2169.03,0,26,10,1,0,0,1,1,1,281-1978
1978.0,282,0.0,0,44,11,1,0,0,1,1,1,282-1978
1978.0,283,1264.23,0,25,11,1,0,0,1,1,1,283-1978
1978.0,284,0.0,0,25,12,1,0,0,0,1,1,284-1978
1978.0,285,0.0,0,28,12,1,0,1,0,1,1,285-1978
1978.0,286,0.0,0,32,10,1,0,0,1,1,1,286-1978
1978.0,287,0.0,0,22,10,1,0,0,1,1,1,287-1978
1978.0,288,5712.64,0,19,9,1,0,0,1,1,1,288-1978
1978.0,289,0.0,0,31,10,1,0,1,1,1,1,289-1978
1978.0,290,0.0,0,23,11,1,0,0,1,1,1,290-1978
1978.0,291,0.0,0,33,11,1,0,0,1,1,1,291-1978
1978.0,292,1184.88,0,27,10,1,0,0,1,1,1,292-1978
1978.0,293,10225.9,0,29,11,1,0,1,1,1,1,293-1978
1978.0,294,0.0,0,23,10,1,0,0,1,1,1,294-1978
1978.0,295,4715.37,0,25,9,1,0,1,1,1,1,295-1978
1978.0,296,289.79,0,25,10,1,0,0,1,1,1,296-1978
1978.0,297,0.0,0,24,10,1,0,0,1,1,1,297-1978
1978.0,298,8190.42,0,28,8,0,0,0,1,1,1,298-1978
1978.0,299,4813.05,0,26,6,1,0,0,1,1,1,299-1978
1978.0,300,7344.68,0,30,14,1,0,1,0,1,1,300-1978
1978.0,301,0.0,0,25,10,1,0,1,1,1,1,301-1978
1978.0,302,0.0,0,29,11,1,0,1,1,1,1,302-1978
1978.0,303,0.0,0,25,12,1,0,1,0,1,1,303-1978
1978.0,304,0.0,0,28,13,1,0,0,0,1,1,304-1978
1978.0,305,4350.91,0,23,11,1,0,0,1,1,1,305-1978
1978.0,306,7812.52,0,54,11,1,0,0,1,1,1,306-1978
1978.0,307,0.0,0,33,5,0,1,0,1,1,1,307-1978
1978.0,308,3644.66,0,20,8,1,0,0,1,1,1,308-1978
1978.0,309,4844.8,0,45,9,1,0,0,1,1,1,309-1978
1978.0,310,0.0,0,39,6,1,0,0,1,1,1,310-1978
1978.0,311,0.0,0,26,12,1,0,0,0,1,1,311-1978
1978.0,312,0.0,0,23,10,1,0,0,1,1,1,312-1978
1978.0,313,14792.9,0,27,12,0,0,0,0,1,1,313-1978
1978.0,314,0.0,0,33,9,0,1,1,1,1,1,314-1978
1978.0,315,0.0,0,25,10,1,0,1,1,1,1,315-1978
1978.0,316,3746.7,0,23,8,1,0,0,1,1,1,316-1978
1978.0,317,1568.15,0,18,8,1,0,0,1,1,1,317-1978
1978.0,318,7010.44,0,17,8,1,0,0,1,1,1,318-1978
1978.0,319,3811.68,0,19,9,0,1,0,1,1,1,319-1978
1978.0,320,10798.6,0,18,8,0,1,0,1,1,1,320-1978
1978.0,321,4657.27,0,18,11,1,0,0,1,1,1,321-1978
1978.0,322,8551.53,0,17,11,1,0,0,1,1,1,322-1978
1978.0,323,4309.88,0,19,10,1,0,0,1,1,1,323-1978
1978.0,324,5286.4,0,19,10,1,0,0,1,1,1,324-1978
1978.0,325,12486.2,0,18,9,1,0,0,1,1,1,325-1978
1978.0,326,10877.4,0,18,9,1,0,0,1,1,1,326-1978
1978.0,327,202.285,0,18,10,1,0,0,1,1,1,327-1978
1978.0,328,2657.71,0,17,10,1,0,0,1,1,1,328-1978
1978.0,329,4132.58,0,18,7,1,0,0,1,1,1,329-1978
1978.0,330,11303.1,0,18,11,1,0,0,1,1,1,330-1978
1978.0,331,0.0,0,19,10,0,1,0,1,1,1,331-1978
1978.0,332,0.0,0,18,9,1,0,0,1,1,1,332-1978
1978.0,333,0.0,0,17,10,1,0,0,1,1,1,333-1978
1978.0,334,2189.43,0,17,10,1,0,0,1,1,1,334-1978
1978.0,335,0.0,0,19,11,1,0,0,1,1,1,335-1978
1978.0,336,10211.0,0,17,8,0,0,0,1,1,1,336-1978
1978.0,337,11048.1,0,18,10,1,0,0,1,1,1,337-1978
1978.0,338,0.0,0,18,9,1,0,0,1,1,1,338-1978
1978.0,339,8993.87,0,17,8,1,0,0,1,1,1,339-1978
1978.0,340,5071.8,0,19,6,0,1,0,1,1,1,340-1978
1978.0,341,3194.01,0,19,10,0,0,0,1,1,1,341-1978
1978.0,342,0.0,0,17,11,0,0,0,1,1,1,342-1978
1978.0,343,5193.09,0,20,9,1,0,0,1,1,1,343-1978
1978.0,344,0.0,0,17,9,1,0,0,1,1,1,344-1978
1978.0,345,275.566,0,17,10,1,0,0,1,1,1,345-1978
1978.0,346,3590.7,0,17,9,1,0,0,1,1,1,346-1978
1978.0,347,0.0,0,19,11,1,0,0,1,1,1,347-1978
1978.0,348,12797.7,0,19,10,1,0,1,1,1,1,348-1978
1978.0,349,2035.91,0,20,9,1,0,0,1,1,1,349-1978
1978.0,350,2389.68,0,18,9,1,0,0,1,1,1,350-1978
1978.0,351,0.0,0,18,11,1,0,0,1,1,1,351-1978
1978.0,352,8469.28,0,17,10,0,1,0,1,1,1,352-1978
1978.0,353,0.0,0,19,11,1,0,0,1,1,1,353-1978
1978.0,354,1143.39,0,17,10,1,0,0,1,1,1,354-1978
1978.0,355,5114.81,0,17,9,0,1,0,1,1,1,355-1978
1978.0,356,781.224,0,18,10,1,0,0,1,1,1,356-1978
1978.0,357,3343.22,0,21,9,1,0,0,1,0,1,357-1978
1978.0,358,9602.44,0,18,10,1,0,0,1,0,1,358-1978
1978.0,359,0.0,0,19,11,1,0,0,1,0,1,359-1978
1978.0,360,16461.6,0,24,9,1,0,0,1,0,1,360-1978
1978.0,361,6771.62,0,28,11,0,1,1,1,0,1,361-1978
1978.0,362,0.0,0,25,11,1,0,0,1,0,1,362-1978
1978.0,363,11011.6,0,21,7,1,0,0,1,0,1,363-1978
1978.0,364,0.0,0,39,11,1,0,0,1,1,0,364-1978
1978.0,365,0.0,0,36,12,1,0,0,0,1,0,365-1978
1978.0,366,0.0,0,24,12,1,0,0,0,1,0,366-1978
1978.0,367,4251.13,0,17,11,1,0,0,1,0,0,367-1978
1978.0,368,2891.67,0,18,10,1,0,0,1,0,0,368-1978
1978.0,369,5514.37,0,18,10,1,0,0,1,1,0,369-1978
1978.0,370,4858.9,0,28,10,1,0,0,1,0,0,370-1978
1978.0,371,4812.58,0,27,13,0,0,0,0,0,0,371-1978
1978.0,372,0.0,0,31,12,0,0,0,0,1,0,372-1978
1978.0,373,604.199,0,22,9,1,0,0,1,1,0,373-1978
1978.0,374,14527.9,0,31,10,1,0,0,1,1,0,374-1978
1978.0,375,0.0,0,26,10,1,0,1,1,0,0,375-1978
1978.0,376,7300.5,0,18,9,0,0,0,1,1,0,376-1978
1978.0,377,0.0,0,23,11,1,0,0,1,0,0,377-1978
1978.0,378,4159.92,0,20,12,1,0,0,0,1,0,378-1978
1978.0,379,0.0,0,19,10,1,0,0,1,1,0,379-1978
1978.0,380,5497.59,0,18,11,1,0,0,1,0,0,380-1978
1978.0,381,0.0,0,17,10,1,0,0,1,1,0,381-1978
1978.0,382,0.0,0,27,12,1,0,1,0,1,0,382-1978
1978.0,383,0.0,0,27,11,1,0,0,1,0,0,383-1978
1978.0,384,16477.0,0,28,12,0,0,0,0,1,0,384-1978
1978.0,385,0.0,0,28,11,1,0,0,1,0,0,385-1978
1978.0,386,39483.5,0,21,10,1,0,0,1,0,0,386-1978
1978.0,387,11306.3,0,17,10,0,1,0,1,0,0,387-1978
1978.0,388,6672.02,0,26,11,1,0,0,1,0,0,388-1978
1978.0,389,9378.65,0,29,9,1,0,0,1,1,0,389-1978
1978.0,390,5088.99,0,17,10,0,1,0,1,0,0,390-1978
1978.0,391,2639.29,0,22,11,1,0,0,1,0,0,391-1978
1978.0,392,9495.9,0,24,11,1,0,0,1,1,0,392-1978
1978.0,393,20893.1,0,20,12,1,0,0,0,0,0,393-1978
1978.0,394,0.0,0,18,12,1,0,0,0,1,0,394-1978
1978.0,395,10361.7,0,24,11,0,0,0,1,0,0,395-1978
1978.0,396,1740.2,0,21,9,0,0,0,1,0,0,396-1978
1978.0,397,0.0,0,30,8,1,0,0,1,1,0,397-1978
1978.0,398,0.0,0,31,11,1,0,0,1,0,0,398-1978
1978.0,399,6354.19,0,17,10,0,1,0,1,0,0,399-1978
1978.0,400,7171.0,0,19,9,1,0,0,1,0,0,400-1978
1978.0,401,5573.55,0,23,11,1,0,0,1,1,0,401-1978
