year,id,re,treat,age,education,black,hispanic,married,nodegree,u74,u75,uniqueid
1978.0,38,5911.55,1.0,23.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,38-1978
1978.0,39,3094.16,1.0,46.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,39-1978
1978.0,40,0.0,1.0,24.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,40-1978
1978.0,41,1254.58,1.0,21.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,41-1978
1978.0,42,13188.8,1.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,42-1978
1978.0,43,8061.49,1.0,17.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,43-1978
1978.0,44,2787.96,1.0,18.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,44-1978
1978.0,45,3972.54,1.0,20.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,45-1978
1978.0,46,0.0,1.0,25.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,46-1978
1978.0,47,0.0,1.0,17.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,47-1978
1978.0,48,0.0,1.0,17.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,48-1978
1978.0,49,12187.4,1.0,25.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,49-1978
1978.0,50,4843.18,1.0,23.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,50-1978
1978.0,51,0.0,1.0,28.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,51-1978
1978.0,52,8087.49,1.0,31.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,52-1978
1978.0,53,0.0,1.0,18.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,53-1978
1978.0,54,2348.97,1.0,25.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,54-1978
1978.0,55,590.782,1.0,30.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,55-1978
1978.0,56,0.0,1.0,17.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,56-1978
1978.0,57,1067.51,1.0,37.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,57-1978
1978.0,58,7284.99,1.0,41.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,58-1978
1978.0,59,13167.5,1.0,42.0,14.0,1.0,0.0,1.0,0.0,1.0,1.0,59-1978
1978.0,60,1048.43,1.0,22.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,60-1978
1978.0,61,0.0,1.0,17.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,61-1978
1978.0,62,1923.94,1.0,29.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,62-1978
1978.0,63,4666.24,1.0,35.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,63-1978
1978.0,64,549.298,1.0,27.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,64-1978
1978.0,65,762.915,1.0,29.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,65-1978
1978.0,66,10694.3,1.0,28.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,66-1978
1978.0,67,0.0,1.0,27.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,67-1978
1978.0,68,0.0,1.0,23.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,68-1978
1978.0,69,8546.72,1.0,45.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,69-1978
1978.0,70,7479.66,1.0,29.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,70-1978
1978.0,71,0.0,1.0,27.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,71-1978
1978.0,72,647.205,1.0,46.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,72-1978
1978.0,73,0.0,1.0,18.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,73-1978
1978.0,74,11965.8,1.0,25.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,74-1978
1978.0,75,9598.54,1.0,28.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,75-1978
1978.0,76,18783.4,1.0,25.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,76-1978
1978.0,77,18678.1,1.0,22.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,77-1978
1978.0,78,0.0,1.0,21.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,78-1978
1978.0,79,23005.6,1.0,40.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,79-1978
1978.0,80,6456.7,1.0,22.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,80-1978
1978.0,81,0.0,1.0,25.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,81-1978
1978.0,82,2321.11,1.0,18.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,82-1978
1978.0,83,4941.85,1.0,38.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,83-1978
1978.0,84,0.0,1.0,27.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,84-1978
1978.0,85,0.0,1.0,27.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,85-1978
1978.0,86,0.0,1.0,38.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,86-1978
1978.0,87,3881.28,1.0,23.0,8.0,0.0,1.0,0.0,1.0,1.0,1.0,87-1978
1978.0,88,17231.0,1.0,26.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,88-1978
1978.0,89,8048.6,1.0,21.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,89-1978
1978.0,90,0.0,1.0,25.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,90-1978
1978.0,91,14509.9,1.0,31.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,91-1978
1978.0,92,0.0,1.0,17.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,92-1978
1978.0,93,0.0,1.0,25.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,93-1978
1978.0,94,9983.78,1.0,21.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,94-1978
1978.0,95,0.0,1.0,44.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,95-1978
1978.0,96,5587.5,1.0,25.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,96-1978
1978.0,97,4482.85,1.0,18.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,97-1978
1978.0,98,2456.15,1.0,42.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,98-1978
1978.0,99,0.0,1.0,25.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,99-1978
1978.0,100,26817.6,1.0,31.0,9.0,0.0,1.0,0.0,1.0,1.0,1.0,100-1978
1978.0,101,0.0,1.0,24.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,101-1978
1978.0,102,9265.79,1.0,26.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,102-1978
1978.0,103,485.23,1.0,25.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,103-1978
1978.0,104,4814.63,1.0,18.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,104-1978
1978.0,105,7458.11,1.0,19.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,105-1978
1978.0,106,0.0,1.0,43.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,106-1978
1978.0,107,34099.3,1.0,27.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,107-1978
1978.0,108,1953.27,1.0,17.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,108-1978
1978.0,109,0.0,1.0,30.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,109-1978
1978.0,110,0.0,1.0,26.0,10.0,1.0,0.0,1.0,1.0,0.0,1.0,110-1978
1978.0,111,8881.67,1.0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,111-1978
1978.0,112,6210.67,1.0,17.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,112-1978
1978.0,113,0.0,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,113-1978
1978.0,114,929.884,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,114-1978
1978.0,115,0.0,1.0,27.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,115-1978
1978.0,116,12558.0,1.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,116-1978
1978.0,117,22163.3,1.0,27.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,117-1978
1978.0,118,1652.64,1.0,20.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,118-1978
1978.0,119,8124.72,1.0,19.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,119-1978
1978.0,120,671.332,1.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,120-1978
1978.0,121,17815.0,1.0,29.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,121-1978
1978.0,122,9737.15,1.0,18.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,122-1978
1978.0,123,17685.2,1.0,19.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,123-1978
1978.0,124,0.0,1.0,27.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,124-1978
1978.0,125,4321.71,1.0,18.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,125-1978
1978.0,126,1773.42,1.0,27.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,126-1978
1978.0,127,0.0,1.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,127-1978
1978.0,128,11233.3,1.0,23.0,10.0,1.0,0.0,1.0,1.0,1.0,0.0,128-1978
1978.0,129,559.443,1.0,23.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,129-1978
1978.0,130,1085.44,1.0,20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,130-1978
1978.0,131,5445.2,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,131-1978
1978.0,132,60307.9,1.0,28.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,132-1978
1978.0,133,1460.36,1.0,26.0,11.0,1.0,0.0,1.0,1.0,1.0,0.0,133-1978
1978.0,134,6943.34,1.0,20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,134-1978
1978.0,135,4032.71,1.0,24.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,135-1978
1978.0,136,10363.3,1.0,31.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,136-1978
1978.0,137,4232.31,1.0,23.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,137-1978
1978.0,138,11141.4,1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,138-1978
1978.0,139,0.0,1.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,139-1978
1978.0,140,13385.9,1.0,26.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,140-1978
1978.0,141,4849.56,1.0,24.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,141-1978
1978.0,142,0.0,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,142-1978
1978.0,143,1660.51,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,143-1978
1978.0,144,0.0,1.0,46.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,144-1978
1978.0,145,2484.55,1.0,31.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,145-1978
1978.0,146,4146.6,1.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,146-1978
1978.0,147,9970.68,1.0,19.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,147-1978
1978.0,148,0.0,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,148-1978
1978.0,149,26372.3,1.0,26.0,11.0,1.0,0.0,1.0,1.0,1.0,0.0,149-1978
1978.0,150,5615.19,1.0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,150-1978
1978.0,151,3196.57,1.0,28.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,151-1978
1978.0,152,6167.68,1.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,152-1978
1978.0,153,7535.94,1.0,19.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,153-1978
1978.0,154,8484.24,1.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,154-1978
1978.0,155,1294.41,1.0,42.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,155-1978
1978.0,156,0.0,1.0,25.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,156-1978
1978.0,157,5010.34,1.0,18.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,157-1978
1978.0,158,9371.04,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,158-1978
1978.0,159,0.0,1.0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,159-1978
1978.0,160,4279.61,1.0,21.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,160-1978
1978.0,161,3462.56,1.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,161-1978
1978.0,162,7382.55,1.0,31.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,162-1978
1978.0,163,0.0,1.0,24.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,163-1978
1978.0,164,0.0,1.0,29.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,164-1978
1978.0,165,10976.5,1.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,165-1978
1978.0,166,13829.6,1.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,166-1978
1978.0,167,6788.46,1.0,19.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,167-1978
1978.0,168,9558.5,1.0,31.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,168-1978
1978.0,169,13228.3,1.0,22.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,169-1978
1978.0,170,743.667,1.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,170-1978
1978.0,171,5522.79,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,171-1978
1978.0,172,1424.94,1.0,26.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,172-1978
1978.0,173,1358.64,1.0,20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,173-1978
1978.0,174,0.0,1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,174-1978
1978.0,175,672.877,1.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,175-1978
1978.0,176,0.0,1.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,176-1978
1978.0,177,10092.8,1.0,22.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,177-1978
1978.0,178,6281.43,1.0,33.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,178-1978
1978.0,179,12590.7,1.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,179-1978
1978.0,180,5112.01,1.0,29.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,180-1978
1978.0,181,15952.6,1.0,33.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,181-1978
1978.0,182,36647.0,1.0,25.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,182-1978
1978.0,183,12804.0,1.0,35.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,183-1978
1978.0,184,3786.63,1.0,35.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,184-1978
1978.0,185,4181.94,1.0,33.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,185-1978
1978.0,11000,0.0,0.0,47.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,11000-1978
1978.0,2491,0.0,0.0,50.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,2491-1978
1978.0,3100,0.0,0.0,44.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,3100-1978
1978.0,4100,0.0,0.0,28.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,4100-1978
1978.0,5100,0.0,0.0,54.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,5100-1978
1978.0,6100,0.0,0.0,55.0,12.0,0.0,1.0,1.0,0.0,1.0,1.0,6100-1978
1978.0,7100,0.0,0.0,47.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,7100-1978
1978.0,8100,0.0,0.0,25.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,8100-1978
1978.0,9100,0.0,0.0,44.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,9100-1978
1978.0,10100,0.0,0.0,50.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,10100-1978
1978.0,11100,4728.72509765625,0.0,23.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,11100-1978
1978.0,12100,0.0,0.0,49.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,12100-1978
1978.0,13100,0.0,0.0,55.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,13100-1978
1978.0,14100,0.0,0.0,34.0,14.0,1.0,0.0,1.0,0.0,1.0,1.0,14100-1978
1978.0,15100,11821.8134765625,0.0,34.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,15100-1978
1978.0,16100,0.0,0.0,55.0,13.0,0.0,1.0,1.0,0.0,1.0,1.0,16100-1978
1978.0,17100,0.0,0.0,52.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,17100-1978
1978.0,18100,0.0,0.0,52.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,18100-1978
1978.0,19100,0.0,0.0,30.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,19100-1978
1978.0,20100,0.0,0.0,21.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,20100-1978
1978.0,21100,0.0,0.0,30.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,21100-1978
1978.0,22100,0.0,0.0,44.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,22100-1978
1978.0,23100,0.0,0.0,46.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,23100-1978
1978.0,2492,0.0,0.0,53.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,2492-1978
1978.0,2510,9014.1318359375,0.0,26.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,2510-1978
1978.0,2610,13299.5390625,0.0,49.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,2610-1978
1978.0,2710,1921.0445556640625,0.0,39.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,2710-1978
1978.0,2810,11821.8134765625,0.0,26.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,2810-1978
1978.0,2910,0.0,0.0,32.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,2910-1978
1978.0,3010,0.0,0.0,34.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,3010-1978
1978.0,3110,0.0,0.0,31.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,3110-1978
1978.0,3210,8866.359375,0.0,39.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,3210-1978
1978.0,3310,0.0,0.0,40.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,3310-1978
1978.0,3410,0.0,0.0,31.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,3410-1978
1978.0,3510,28076.8046875,0.0,27.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,3510-1978
1978.0,3610,0.0,0.0,48.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,3610-1978
1978.0,3710,0.0,0.0,41.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,3710-1978
1978.0,3810,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,3810-1978
1978.0,3910,0.0,0.0,50.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,3910-1978
1978.0,4010,12930.1083984375,0.0,48.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,4010-1978
1978.0,4110,0.0,0.0,45.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,4110-1978
1978.0,4210,0.0,0.0,37.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,4210-1978
1978.0,4310,0.0,0.0,33.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,4310-1978
1978.0,4410,0.0,0.0,31.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,4410-1978
1978.0,4510,17732.71875,0.0,36.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,4510-1978
1978.0,4610,0.0,0.0,44.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,4610-1978
1978.0,4710,0.0,0.0,28.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,4710-1978
1978.0,4810,0.0,0.0,30.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,4810-1978
1978.0,4910,0.0,0.0,42.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,4910-1978
1978.0,5010,0.0,0.0,30.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,5010-1978
1978.0,5110,0.0,0.0,27.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,5110-1978
1978.0,5210,0.0,0.0,37.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,5210-1978
1978.0,5310,0.0,0.0,37.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,5310-1978
1978.0,5410,22165.8984375,0.0,45.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,5410-1978
1978.0,5510,0.0,0.0,35.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,5510-1978
1978.0,5610,66497.6953125,0.0,37.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,5610-1978
1978.0,5710,0.0,0.0,27.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,5710-1978
1978.0,5810,0.0,0.0,47.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,5810-1978
1978.0,5910,0.0,0.0,48.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,5910-1978
1978.0,6010,0.0,0.0,42.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,6010-1978
1978.0,6110,0.0,0.0,43.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,6110-1978
1978.0,6210,0.0,0.0,46.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,6210-1978
1978.0,6310,0.0,0.0,46.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,6310-1978
1978.0,6410,0.0,0.0,46.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,6410-1978
1978.0,6510,8396.4423828125,0.0,29.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,6510-1978
1978.0,6610,0.0,0.0,39.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,6610-1978
1978.0,6710,0.0,0.0,32.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,6710-1978
1978.0,6810,0.0,0.0,48.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,6810-1978
1978.0,6910,0.0,0.0,48.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,6910-1978
1978.0,7010,0.0,0.0,41.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,7010-1978
1978.0,7110,0.0,0.0,42.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,7110-1978
1978.0,7210,0.0,0.0,42.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,7210-1978
1978.0,7310,0.0,0.0,42.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,7310-1978
1978.0,7410,0.0,0.0,54.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,7410-1978
1978.0,7510,0.0,0.0,29.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,7510-1978
1978.0,7610,0.0,0.0,54.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,7610-1978
